1.00353 	4.97498e-07
1.0116 	4.08194e-06
1.02194 	1.83543e-05
1.0352 	5.37004e-05
1.05221 	0.000113951
1.07401 	0.000195513
1.10197 	0.000294888
1.13782 	0.000409784
1.18379 	0.000536362
1.24274 	0.00066807
1.31832 	0.000794938
1.41524 	0.000903225
1.53952 	0.000976077
1.69887 	0.000995862
1.9032 	0.000950952
2.1328 	0.000851314
2.33713 	0.000726538
2.49648 	0.000594865
2.62076 	0.000460902
2.71768 	0.000334384
2.79326 	0.000227911
2.85221 	0.000148252
2.89818 	9.33298e-05
2.93403 	5.65129e-05
2.96199 	3.19874e-05
2.98379 	1.64289e-05
3.0008 	7.44557e-06
3.01406 	2.68147e-06
3.0244 	5.72577e-07
3.03247 	3.1409e-08
