0.857949 	7.58985e-07
0.866946 	5.3764e-06
0.878482 	1.68399e-05
0.893271 	3.42564e-05
0.91223 	6.04143e-05
0.936534 	9.75985e-05
0.967687 	0.000148097
1.00761 	0.000214839
1.05878 	0.000300691
1.12434 	0.0004071
1.20833 	0.000532029
1.31591 	0.000667193
1.45366 	0.000795253
1.62999 	0.000888779
1.85563 	0.000913918
2.10117 	0.000854254
2.31276 	0.000746538
2.47773 	0.000621202
2.60636 	0.000486728
2.70666 	0.000354963
2.78487 	0.000241374
2.84586 	0.000155141
2.89342 	9.51527e-05
2.93051 	5.50421e-05
2.95944 	2.92872e-05
2.98199 	1.4429e-05
2.99958 	6.80464e-06
3.0133 	2.40043e-06
3.024 	2.94067e-07
3.03234 	1.22198e-08
