0.453286 	2.62646e-06
0.465066 	1.76648e-05
0.480158 	5.51455e-05
0.49949 	0.000115187
0.524245 	0.000194112
0.555933 	0.00029097
0.582514 	0.000367723
0.605288 	0.000429167
0.648396 	0.000535118
0.71472 	0.000675328
0.799378 	0.000817253
0.907315 	0.000947026
1.04475 	0.00104548
1.21945 	0.00109139
1.44112 	0.00107049
1.7218 	0.000986024
2.00964 	0.000859954
2.24271 	0.000733349
2.42411 	0.000603341
2.56536 	0.000467583
2.67539 	0.00033619
2.76112 	0.0002262
2.82794 	0.000147409
2.88001 	9.65006e-05
2.92061 	6.36584e-05
2.95226 	4.06207e-05
2.97694 	2.34934e-05
2.99618 	1.15154e-05
3.01118 	4.38162e-06
3.02288 	7.13188e-07
