0.00526991 	2.35635e-06
0.0172972 	2.33145e-05
0.0327193 	6.7737e-05
0.0524945 	0.000126242
0.0778515 	0.000195705
0.110366 	0.000276128
0.152057 	0.000366518
0.205517 	0.000464035
0.274066 	0.000564026
0.361963 	0.000660471
0.474671 	0.000746557
0.619192 	0.000814923
0.804505 	0.000857781
1.04212 	0.000869268
1.34681 	0.000849836
1.68919 	0.000804144
1.99388 	0.000737702
2.2315 	0.000652107
2.41681 	0.000546011
2.514 	0.000471935
2.57733 	0.000408602
2.67404 	0.000301367
2.76193 	0.000195285
2.83048 	0.000120991
2.88394 	7.83984e-05
2.92563 	5.56126e-05
2.95815 	4.0447e-05
2.98351 	2.70295e-05
3.00328 	1.47885e-05
3.0187 	5.50127e-06
