0.0172972 	3.64891e-05
0.0327193 	9.16859e-05
0.0524945 	0.00015698
0.0778515 	0.000231082
0.110366 	0.000313821
0.152057 	0.000403363
0.205517 	0.000496139
0.274066 	0.000587188
0.361963 	0.000670719
0.474671 	0.000740548
0.619192 	0.000790367
0.804505 	0.000815342
1.04212 	0.000817542
1.34681 	0.000806726
1.68919 	0.000781331
1.99388 	0.000734165
2.2315 	0.000661122
2.41681 	0.000562168
2.51421 	0.000490597
2.57753 	0.000428053
2.67404 	0.000320123
2.76193 	0.000208535
2.83048 	0.000125658
2.88394 	7.61579e-05
2.92563 	5.12895e-05
2.95815 	3.76305e-05
2.98351 	2.64028e-05
3.00328 	1.5312e-05
3.0187 	6.00747e-06
