2.500000000000000000e-01 1.000000000000000000e+00 1.199999999999999956e+00 1.000000000000000000e+00 3.300000000000000000e+01
2.750000000000000222e-01 1.135154571633896659e+00 2.003484397496460012e+00 9.764988098706760544e-01 3.300000000000000000e+01
3.000000000000000444e-01 1.433354840048962409e+00 2.959028035944516244e+00 9.900563119120283639e-01 3.300000000000000000e+01
3.250000000000000666e-01 1.906612641931585195e+00 4.192676399485878669e+00 1.069790496242132294e+00 3.300000000000000000e+01
3.500000000000000888e-01 2.593329931400846000e+00 5.843134934038963557e+00 1.272434881151752961e+00 3.300000000000000000e+01
3.750000000000001110e-01 3.556767417742376036e+00 8.073354878123630840e+00 1.705440745111769907e+00 3.300000000000000000e+01
4.000000000000001332e-01 4.885036414547054839e+00 1.106845961381864996e+01 2.568584066520098297e+00 3.300000000000000000e+01
4.250000000000001554e-01 6.687378755423130983e+00 1.500058203475930263e+01 4.221866432910099221e+00 3.300000000000000000e+01
4.500000000000001776e-01 9.075504516459760751e+00 1.991390908142917837e+01 7.274934805273599814e+00 3.300000000000000000e+01
4.750000000000001998e-01 1.210666475164400602e+01 2.544742924219516667e+01 1.263309289506385547e+01 3.300000000000000000e+01
5.000000000000002220e-01 1.565279753575336308e+01 3.034468334866155104e+01 2.126761445334744849e+01 3.300000000000000000e+01
5.250000000000002442e-01 1.918923093304584526e+01 3.206708337335222581e+01 3.327173388978415147e+01 3.300000000000000000e+01
5.500000000000002665e-01 2.166471906730226138e+01 2.770537870483585507e+01 4.626145761458203509e+01 3.300000000000000000e+01
5.750000000000002887e-01 2.186189085994903891e+01 1.704769766457230773e+01 5.535860958807191423e+01 3.300000000000000000e+01
6.000000000000003109e-01 1.931941887751181497e+01 4.371200214916024507e+00 5.716492621802660068e+01 3.300000000000000000e+01
6.250000000000003331e-01 1.481498420682063077e+01 -5.305626049242532005e+00 5.319455452391371608e+01 3.300000000000000000e+01
6.500000000000003553e-01 9.694111223661018073e+00 -1.046166455503115600e+01 4.737528726479436614e+01 3.300000000000000000e+01
6.750000000000003775e-01 4.974251155487866782e+00 -1.235397911140164773e+01 4.230152496824524633e+01 3.300000000000000000e+01
7.000000000000003997e-01 1.093012630657327788e+00 -1.261422157760782703e+01 3.868275685264790553e+01 3.300000000000000000e+01
7.250000000000004219e-01 -1.904217092504284281e+00 -1.226474598635703828e+01 3.633414993439520657e+01 3.300000000000000000e+01
7.500000000000004441e-01 -4.139878852084301286e+00 -1.177466831429744509e+01 3.488716960492992314e+01 3.300000000000000000e+01
7.750000000000004663e-01 -5.774237109877104146e+00 -1.131145018566074789e+01 3.403332754928450044e+01 3.300000000000000000e+01
8.000000000000004885e-01 -6.951863390983781699e+00 -1.091174635604043885e+01 3.355685008338858211e+01 3.300000000000000000e+01
