3.596052494432724206e-02 9.851658142596114720e-02 -1.716124560320388126e-01
4.248468395611517540e-02 1.117413462438692356e-01 -1.844608724976913583e-01
4.920081051519503701e-02 1.240212695400297466e-01 -1.932979583554851610e-01
5.609956742526096829e-02 1.352704522772437412e-01 -1.982040776518476377e-01
6.317084233260103487e-02 1.454053018688118704e-01 -1.992919414960279967e-01
7.040376800340443497e-02 1.543450041444044962e-01 -1.967064449283807415e-01
7.778674642070680656e-02 1.620119899694046628e-01 -1.906242609508690955e-01
8.530747665086896303e-02 1.683323934633026708e-01 -1.812531901183663252e-01
9.295298640591656558e-02 1.732364987622705410e-01 -1.688312661254512681e-01
1.007096672045715569e-01 1.766591722942402187e-01 -1.536256198925909644e-01
1.085633130115431083e-01 1.785402775817805376e-01 -1.359311067393650652e-01
1.164991622118197317e-01 1.788250696589475663e-01 -1.160687033095990639e-01
1.245019427544621221e-01 1.774645662827302184e-01 -9.438368296464567930e-02
1.325559202789446667e-01 1.744158932374229865e-01 -7.124358036537867256e-02
1.406449490165769256e-01 1.696426011704769421e-01 -4.703595790110141894e-02
1.487525252401435683e-01 1.631149515603223799e-01 -2.216598847467579278e-02
1.568618430167741662e-01 1.548101695992027960e-01 2.946129101712712493e-03
1.649558520023589603e-01 1.447126619759509514e-01 2.786790422439476209e-02
1.730173170006849837e-01 1.328141977634067772e-01 5.215741877412459482e-02
1.810288789970360968e-01 1.191140508511630419e-01 7.536630087154282120e-02
1.889731173643659223e-01 1.036191026147420952e-01 9.704278628292112296e-02
1.968326129304436289e-01 8.634390377514016002e-02 1.167348446802367462e-01
2.045900115866601809e-01 6.731069467591525857e-02 1.339933471889870054e-01
2.122280881135562014e-01 4.654938348634497791e-02 1.483752510909921440e-01
2.197298098946240674e-01 2.409748212639985926e-02 1.594467771954157231e-01
2.270784001886173298e-01 0.000000000000000000e+00 1.667865552538475016e-01
2.197298098946240674e-01 -2.409748212639910986e-02 1.594467771954139468e-01
2.122280881135560626e-01 -4.654938348634549833e-02 1.483752510909956968e-01
2.045900115866601809e-01 -6.731069467591549449e-02 1.339933471889899752e-01
1.968326129304434902e-01 -8.634390377514046533e-02 1.167348446802362882e-01
1.889731173643658668e-01 -1.036191026147425809e-01 9.704278628292199727e-02
1.810288789970359025e-01 -1.191140508511633195e-01 7.536630087154100321e-02
1.730173170006848726e-01 -1.328141977634065551e-01 5.215741877412726629e-02
1.649558520023588215e-01 -1.447126619759514232e-01 2.786790422439469270e-02
1.568618430167739997e-01 -1.548101695992030458e-01 2.946129101714128461e-03
1.487525252401433185e-01 -1.631149515603223521e-01 -2.216598847467314906e-02
1.406449490165768146e-01 -1.696426011704767478e-01 -4.703595790110349367e-02
1.325559202789445001e-01 -1.744158932374229865e-01 -7.124358036537854766e-02
1.245019427544619139e-01 -1.774645662827303849e-01 -9.438368296464917651e-02
1.164991622118195930e-01 -1.788250696589475663e-01 -1.160687033095959969e-01
1.085633130115430112e-01 -1.785402775817810650e-01 -1.359311067393649819e-01
1.007096672045713487e-01 -1.766591722942405240e-01 -1.536256198925939065e-01
9.295298640591652395e-02 -1.732364987622708463e-01 -1.688312661254512681e-01
8.530747665086883813e-02 -1.683323934633025598e-01 -1.812531901183677130e-01
7.778674642070669554e-02 -1.620119899694049403e-01 -1.906242609508682628e-01
7.040376800340431007e-02 -1.543450041444043852e-01 -1.967064449283824346e-01
6.317084233260086834e-02 -1.454053018688117038e-01 -1.992919414960251379e-01
5.609956742526085727e-02 -1.352704522772437135e-01 -1.982040776518507186e-01
4.920081051519488435e-02 -1.240212695400293302e-01 -1.932979583554853553e-01
4.248468395611509213e-02 -1.117413462438692218e-01 -1.844608724976903869e-01
3.596052494432718655e-02 -9.851658142596138312e-02 -1.716124560320382020e-01
