0.857949 	0.000463226
0.866946 	0.000626632
0.878482 	0.000626632
0.893271 	0.000626632
0.91223 	0.000626632
0.936534 	0.000626632
0.967687 	0.000626632
1.00761 	0.000626632
1.05878 	0.000626632
1.12434 	0.000626632
1.20833 	0.000626632
1.31591 	0.000626632
1.45366 	0.000626632
1.62999 	0.000626632
1.85563 	0.000626632
2.10117 	0.000626632
2.31276 	0.000626632
2.47773 	0.000626632
2.60636 	0.000626632
2.70666 	0.000626632
2.78487 	0.000626632
2.84586 	0.000626632
2.89342 	0.000626632
2.93051 	0.000626632
2.95944 	0.000626632
2.98199 	0.000626632
2.99958 	0.000626632
3.0133 	0.000626632
3.024 	0.000626632
3.03234 	0.000529255
